Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Sami Ouaissa,nl NED,"MF,FW",NEC Nijmegen,19,2004,33,20,1846,20.5,7,1,8,7,0,0,3,0,3.9,3.9,2.6,6.5,31,40,107,0.34,0.05,0.39,0.34,0.39,0.19,0.13,0.31,0.19,0.31
Ayoub Oufkir,nl NED,"FW,DF",Sparta R'dam,18,2006,6,0,48,0.5,0,1,1,0,0,0,0,0,0.1,0.1,0.2,0.3,2,5,8,0.00,1.87,1.87,0.00,1.87,0.13,0.34,0.47,0.13,0.47
Yassin Oukili,nl NED,MF,RKC Waalwijk,23,2001,32,26,2208,24.5,6,3,9,6,0,0,4,1,4.5,4.5,2.1,6.6,40,79,83,0.24,0.12,0.37,0.24,0.37,0.18,0.09,0.27,0.18,0.27
Thomas Ouwejan,nl NED,"DF,FW",NEC Nijmegen,27,1996,29,19,1792,19.9,2,5,7,1,1,1,1,0,2.1,1.3,5.2,6.5,33,54,93,0.10,0.25,0.35,0.05,0.30,0.10,0.26,0.37,0.07,0.33
Rome-Jayden Owusu-Oduro,nl NED,GK,AZ Alkmaar,20,2004,28,28,2520,28.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Igor Paixão,br BRA,"FW,MF",Feyenoord,24,2000,34,34,2872,31.9,16,10,26,16,0,0,0,0,10.6,10.6,6.9,17.4,138,101,321,0.50,0.31,0.81,0.50,0.81,0.33,0.22,0.55,0.33,0.55
Troy Parrott,ie IRL,FW,AZ Alkmaar,22,2002,28,27,2176,24.2,14,2,16,12,2,2,0,0,14.9,13.5,3.3,16.7,32,32,153,0.58,0.08,0.66,0.50,0.58,0.62,0.13,0.75,0.56,0.69
Remko Pasveer,nl NED,GK,Ajax,40,1983,24,24,2160,24.0,0,1,1,0,0,0,0,0,0.0,0.0,0.4,0.4,0,2,0,0.00,0.04,0.04,0.00,0.04,0.00,0.02,0.02,0.00,0.02
Raul Paula,de GER,"FW,MF",NAC Breda,20,2004,18,9,742,8.2,0,2,2,0,0,0,0,0,0.9,0.9,0.9,1.9,24,20,37,0.00,0.24,0.24,0.00,0.24,0.12,0.11,0.23,0.12,0.23
Marcus Pedersen,no NOR,MF,Feyenoord,24,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marvin Peersman,be BEL,DF,Groningen,33,1991,26,20,1806,20.1,0,2,2,0,0,0,7,1,0.2,0.2,0.7,0.9,19,96,68,0.00,0.10,0.10,0.00,0.10,0.01,0.04,0.05,0.01,0.05
Joey Pelupessy,id IDN,"MF,DF",Groningen,31,1993,13,1,298,3.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,2,15,1,0.00,0.30,0.30,0.00,0.30,0.00,0.05,0.05,0.00,0.05
Alexandre Penetra,pt POR,DF,AZ Alkmaar,22,2001,31,31,2594,28.8,0,0,0,0,0,0,5,1,1.2,1.2,0.9,2.1,22,137,3,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.07,0.04,0.07
Ricardo Pepi,us USA,FW,PSV Eindhoven,21,2003,18,5,693,7.7,11,2,13,11,0,0,1,0,5.9,5.9,1.0,7.0,10,13,53,1.43,0.26,1.69,1.43,1.69,0.77,0.13,0.90,0.77,0.90
Brayann Pereira,fr FRA,DF,NEC Nijmegen,21,2003,31,25,2098,23.3,3,2,5,3,0,0,3,0,1.5,1.5,1.6,3.1,66,54,98,0.13,0.09,0.21,0.13,0.21,0.06,0.07,0.13,0.06,0.13
Lucas Pérez,es ESP,"FW,MF",PSV Eindhoven,35,1988,2,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.34,0.15,0.48,0.34,0.48
Ivan Perišić,hr CRO,FW,PSV Eindhoven,35,1989,27,21,1799,20.0,9,9,18,9,0,0,4,0,4.8,4.8,5.4,10.3,75,93,248,0.45,0.45,0.90,0.45,0.90,0.24,0.27,0.51,0.24,0.51
Kristoffer Peterson,se SWE,"FW,MF",Fortuna Sittard,29,1994,30,22,1818,20.2,7,2,9,4,3,3,5,0,5.6,3.2,3.5,6.8,87,55,164,0.35,0.10,0.45,0.20,0.30,0.28,0.17,0.45,0.16,0.33
Hristiyan Petrov,bg BUL,DF,Heerenveen,22,2002,6,4,359,4.0,1,0,1,1,0,0,0,0,0.3,0.3,0.0,0.3,1,11,9,0.25,0.00,0.25,0.25,0.25,0.07,0.00,0.07,0.07,0.07
Oscar Pettersson,se SWE,"FW,MF",Go Ahead Eag,24,2000,7,1,189,2.1,0,0,0,0,0,0,0,0,0.3,0.3,0.6,0.9,4,8,24,0.00,0.00,0.00,0.00,0.00,0.16,0.28,0.45,0.16,0.45
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Ivo Pinto,pt POR,DF,Fortuna Sittard,34,1990,31,29,2507,27.9,0,3,3,0,0,0,3,0,0.2,0.2,2.5,2.7,69,99,107,0.00,0.11,0.11,0.00,0.11,0.01,0.09,0.10,0.01,0.10
Miodrag Pivas,rs SRB,"MF,DF",Willem II,19,2005,5,0,34,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luca Plogmann,de GER,GK,Go Ahead Eag,24,2000,18,18,1620,18.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jan Plug,nl NED,DF,Feyenoord,19,2005,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Suf Podgoreanu,il ISR,"FW,MF",Heracles Almelo,22,2002,32,28,2337,26.0,1,5,6,1,0,0,3,0,3.4,3.4,3.9,7.3,77,56,165,0.04,0.19,0.23,0.04,0.23,0.13,0.15,0.28,0.13,0.28
Emanuel Poku,nl NED,FW,Almere City,19,2005,4,0,145,1.6,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,2,0,8,0.00,0.00,0.00,0.00,0.00,0.22,0.01,0.23,0.22,0.23
Ernest Poku,nl NED,FW,AZ Alkmaar,20,2004,23,17,1536,17.1,2,3,5,2,0,0,2,0,4.7,4.7,3.7,8.4,82,26,124,0.12,0.18,0.29,0.12,0.29,0.27,0.22,0.49,0.27,0.49
Romano Postema,nl NED,"FW,MF",Groningen,22,2002,29,13,1207,13.4,2,0,2,1,1,1,2,0,3.6,2.8,0.3,3.1,14,20,71,0.15,0.00,0.15,0.07,0.07,0.27,0.02,0.29,0.21,0.23
Wouter Prins,nl NED,DF,Groningen,20,2004,26,19,1662,18.5,1,1,2,1,0,0,2,0,0.6,0.6,1.1,1.7,16,33,45,0.05,0.05,0.11,0.05,0.11,0.03,0.06,0.09,0.03,0.09
Dirk Proper,nl NED,MF,NEC Nijmegen,22,2002,26,25,2159,24.0,0,1,1,0,0,0,3,0,1.4,1.4,1.2,2.6,10,115,27,0.00,0.04,0.04,0.00,0.04,0.06,0.05,0.11,0.06,0.11
Ruben Providence,ht HAI,"FW,MF",Almere City,23,2001,22,3,525,5.8,0,2,2,0,0,0,2,0,0.6,0.6,0.9,1.5,15,10,36,0.00,0.34,0.34,0.00,0.34,0.11,0.15,0.25,0.11,0.25
Jeffry Puriel,bq BOE,FW,Almere City,21,2002,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Teo Quintero,ve VEN,DF,Sparta R'dam,25,1999,12,6,573,6.4,1,0,1,1,0,0,1,0,0.3,0.3,0.0,0.3,3,28,0,0.16,0.00,0.16,0.16,0.16,0.05,0.00,0.05,0.05,0.05
Bojan Radulovic,rs SRB,FW,Fortuna Sittard,24,1999,11,5,544,6.0,1,0,1,1,0,0,1,0,1.6,1.6,0.4,2.0,2,13,21,0.17,0.00,0.17,0.17,0.17,0.27,0.07,0.33,0.27,0.33
Dimitris Rallis,nl NED,FW,Heerenveen,19,2005,23,12,871,9.7,2,1,3,2,0,0,1,0,2.3,2.3,0.6,2.9,11,18,66,0.21,0.10,0.31,0.21,0.31,0.24,0.06,0.30,0.24,0.30
Diant Ramaj,de GER,GK,Ajax,22,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Christian Rasmussen,dk DEN,FW,Ajax,21,2003,10,1,219,2.4,1,0,1,1,0,0,1,0,0.9,0.9,0.3,1.3,13,12,35,0.41,0.00,0.41,0.41,0.41,0.38,0.14,0.52,0.38,0.52
Khaled Razak,nl NED,FW,Willem II,18,2005,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Givairo Read,nl NED,DF,Feyenoord,18,2006,26,22,1979,22.0,2,6,8,2,0,0,2,1,2.0,2.0,4.0,5.9,43,92,97,0.09,0.27,0.36,0.09,0.36,0.09,0.18,0.27,0.09,0.27
Tim Receveur,nl NED,MF,Almere City,33,1991,4,1,133,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Zepiqueno Redmond,nl NED,FW,Feyenoord,18,2006,4,2,158,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,1,6,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.09,0.04,0.09
Youri Regeer,nl NED,"MF,DF",Ajax,20,2003,4,1,114,1.3,1,1,2,1,0,0,1,0,0.8,0.8,0.8,1.6,1,5,2,0.79,0.79,1.58,0.79,1.58,0.62,0.65,1.27,0.62,1.27
Youri Regeer,nl NED,MF,Twente,20,2003,19,16,1342,14.9,0,0,0,0,0,0,2,0,0.7,0.7,1.9,2.6,25,98,76,0.00,0.00,0.00,0.00,0.00,0.05,0.13,0.17,0.05,0.17
Eliano Reijnders,id IDN,DF,Zwolle,23,2000,21,11,1207,13.4,1,0,1,1,0,0,1,0,0.5,0.5,0.8,1.3,22,51,56,0.07,0.00,0.07,0.07,0.07,0.04,0.06,0.10,0.04,0.10
Boyd Reith,nl NED,DF,Sparta R'dam,25,1999,13,9,870,9.7,0,0,0,0,0,0,2,0,0.2,0.2,0.8,0.9,13,41,64,0.00,0.00,0.00,0.00,0.00,0.02,0.08,0.10,0.02,0.10
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Devyne Rensch,nl NED,DF,Ajax,21,2003,14,13,1113,12.4,1,0,1,1,0,0,2,0,1.2,1.2,1.7,2.9,16,72,47,0.08,0.00,0.08,0.08,0.08,0.10,0.13,0.23,0.10,0.23
Marco Rente,de GER,DF,Groningen,27,1997,30,30,2590,28.8,2,1,3,2,0,0,4,1,1.4,1.4,1.4,2.8,22,114,50,0.07,0.03,0.10,0.07,0.10,0.05,0.05,0.10,0.05,0.10
Stije Resink,nl NED,MF,Almere City,21,2003,3,3,238,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.3,0,10,6,0.00,0.00,0.00,0.00,0.00,0.02,0.11,0.13,0.02,0.13
Stije Resink,nl NED,MF,Groningen,21,2003,26,25,2127,23.6,5,2,7,5,0,0,7,0,2.7,2.7,1.3,4.1,36,115,29,0.21,0.08,0.30,0.21,0.30,0.12,0.06,0.17,0.12,0.17
Milan Robberechts,be BEL,MF,Fortuna Sittard,20,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Thomas Robinet,fr FRA,"MF,FW",Almere City,27,1996,32,32,2704,30.0,2,2,4,2,0,0,4,0,5.5,5.5,4.1,9.6,13,63,115,0.07,0.07,0.13,0.07,0.13,0.18,0.14,0.32,0.18,0.32
Miguel Rodríguez,es ESP,"FW,MF",Utrecht,21,2003,22,15,1241,13.8,7,3,10,7,0,0,5,0,4.4,4.4,3.7,8.0,44,42,118,0.51,0.22,0.73,0.51,0.73,0.32,0.27,0.58,0.32,0.58
Robin Roefs,nl NED,GK,NEC Nijmegen,21,2003,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Godfried Roemeratoe,cw CUW,MF,RKC Waalwijk,24,1999,25,17,1517,16.9,1,1,2,1,0,0,3,0,0.7,0.7,0.5,1.3,14,66,6,0.06,0.06,0.12,0.06,0.12,0.04,0.03,0.08,0.04,0.08
Ole Romeny,id IDN,FW,Utrecht,24,2000,13,8,726,8.1,2,0,2,2,0,0,2,0,1.8,1.8,0.3,2.1,28,21,77,0.25,0.00,0.25,0.25,0.25,0.23,0.04,0.27,0.23,0.27
Bart van Rooij,nl NED,DF,Twente,23,2001,32,32,2852,31.7,1,4,5,1,0,0,1,0,1.2,1.2,3.6,4.7,65,172,104,0.03,0.13,0.16,0.03,0.16,0.04,0.11,0.15,0.04,0.15
Bart van Rooij,nl NED,DF,NEC Nijmegen,23,2001,2,2,177,2.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.2,2,3,3,0.00,0.51,0.51,0.00,0.51,0.01,0.07,0.08,0.01,0.08
Kaj de Rooij,nl NED,"FW,MF",Zwolle,23,2000,21,0,330,3.7,2,1,3,2,0,0,3,0,0.3,0.3,0.3,0.7,7,15,31,0.55,0.27,0.82,0.55,0.82,0.09,0.09,0.18,0.09,0.18
Ruben Roosken,nl NED,DF,Heracles Almelo,24,2000,16,15,1222,13.6,1,2,3,1,0,0,4,0,0.2,0.2,1.7,1.9,28,36,76,0.07,0.15,0.22,0.07,0.22,0.01,0.13,0.14,0.01,0.14
Loreintz Rosier,fr FRA,"MF,DF",Fortuna Sittard,25,1998,31,24,2148,23.9,3,1,4,3,0,0,6,0,1.5,1.5,1.0,2.4,24,98,15,0.13,0.04,0.17,0.13,0.17,0.06,0.04,0.10,0.06,0.10
Daan Rots,nl NED,FW,Twente,23,2001,32,27,2173,24.1,3,6,9,3,0,0,4,0,4.8,4.8,4.3,9.1,39,106,195,0.12,0.25,0.37,0.12,0.37,0.20,0.18,0.38,0.20,0.38
Mats Rots,nl NED,DF,Heracles Almelo,18,2006,15,15,1317,14.6,1,0,1,1,0,0,0,0,1.0,1.0,0.8,1.8,19,43,38,0.07,0.00,0.07,0.07,0.07,0.07,0.05,0.12,0.07,0.12
Manu Royo,es ESP,DF,NAC Breda,30,1994,3,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,4,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Daniele Rugani,it ITA,DF,Ajax,30,1994,15,7,710,7.9,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,5,51,0,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05
Pim Saathof,nl NED,DF,Go Ahead Eag,20,2003,1,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Michal Sadílek,cz CZE,"MF,DF",Twente,25,1999,21,18,1599,17.8,2,4,6,2,0,0,3,0,0.5,0.5,2.1,2.6,24,74,34,0.11,0.23,0.34,0.11,0.34,0.03,0.12,0.15,0.03,0.15
Ibrahim Sadiq,gh GHA,FW,AZ Alkmaar,24,2000,19,12,976,10.8,6,4,10,6,0,0,1,0,2.9,2.9,4.2,7.0,20,34,80,0.55,0.37,0.92,0.55,0.92,0.27,0.38,0.65,0.27,0.65
Danilo Al Saed,iq IRQ,"MF,FW",Heerenveen,25,1999,6,2,202,2.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,9,10,29,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03
Ismael Saibari,ma MAR,MF,PSV Eindhoven,23,2001,29,20,1782,19.8,11,11,22,11,0,0,2,0,11.2,11.2,3.8,15.0,81,111,172,0.56,0.56,1.11,0.56,1.11,0.57,0.19,0.76,0.57,0.76
Anass Salah-Eddine,nl NED,DF,Twente,22,2002,18,15,1280,14.2,2,2,4,2,0,0,1,0,0.7,0.7,1.4,2.1,55,76,80,0.14,0.14,0.28,0.14,0.28,0.05,0.10,0.15,0.05,0.15
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Giandro Sambo,cw CUW,"FW,DF",Heracles Almelo,17,2006,2,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Philippe Sandler,nl NED,DF,NEC Nijmegen,27,1997,19,19,1406,15.6,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.9,21,88,11,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05
Cisse Sandra,be BEL,"FW,MF",Willem II,20,2003,26,22,1873,20.8,4,2,6,4,0,0,1,0,3.0,3.0,1.0,4.0,26,42,93,0.19,0.10,0.29,0.19,0.29,0.15,0.05,0.19,0.15,0.19
Kodai Sano,jp JPN,"MF,FW",NEC Nijmegen,20,2003,25,23,1970,21.9,2,2,4,2,0,0,3,1,1.5,1.5,1.6,3.1,20,72,44,0.09,0.09,0.18,0.09,0.18,0.07,0.07,0.14,0.07,0.14
Leo Sauer,sk SVK,"MF,FW",NAC Breda,18,2005,31,29,2482,27.6,7,2,9,6,1,1,2,0,5.5,4.7,2.7,7.5,124,65,197,0.25,0.07,0.33,0.22,0.29,0.20,0.10,0.30,0.17,0.27
Yousri Sbai,nl NED,"DF,MF",NEC Nijmegen,19,2004,2,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jasper Schendelaar,nl NED,GK,Zwolle,23,2000,30,30,2700,30.0,0,2,2,0,0,0,0,0,0.0,0.0,1.1,1.1,0,1,0,0.00,0.07,0.07,0.00,0.07,0.00,0.04,0.04,0.00,0.04
Tristan Schenkhuizen,nl NED,"MF,FW",Fortuna Sittard,20,2004,3,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.58,0.00,0.58,0.58,0.58
Sem Scheperman,nl NED,MF,Heracles Almelo,22,2002,23,17,1639,18.2,1,1,2,1,0,0,7,1,1.2,1.2,0.3,1.4,13,59,18,0.05,0.05,0.11,0.05,0.11,0.06,0.01,0.08,0.06,0.08
Lasse Schöne,dk DEN,MF,NEC Nijmegen,38,1986,17,2,298,3.3,0,0,0,0,0,0,1,1,0.1,0.1,0.0,0.1,5,33,8,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.04,0.03,0.04
Erik Schouten,nl NED,DF,Willem II,32,1991,18,18,1577,17.5,0,0,0,0,0,0,2,0,0.4,0.4,0.0,0.4,2,41,1,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02
Jerdy Schouten,nl NED,MF,PSV Eindhoven,27,1997,18,15,1295,14.4,1,2,3,1,0,0,1,0,0.8,0.8,1.9,2.8,20,104,35,0.07,0.14,0.21,0.07,0.21,0.06,0.13,0.19,0.06,0.19
Lewis Schouten,nl NED,MF,AZ Alkmaar,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jorg Schreuders,nl NED,"MF,FW",Groningen,19,2004,32,23,1940,21.6,5,1,6,5,0,0,2,0,2.4,2.4,2.1,4.4,46,57,139,0.23,0.05,0.28,0.23,0.28,0.11,0.10,0.20,0.11,0.20
Ilias Sebaoui,be BEL,"FW,MF",Heerenveen,22,2001,30,22,1929,21.4,3,0,3,3,0,0,0,1,4.8,4.8,2.1,6.9,46,53,183,0.14,0.00,0.14,0.14,0.14,0.22,0.10,0.32,0.22,0.32
Mats Seuntjens,nl NED,"FW,MF",Groningen,32,1992,13,9,664,7.4,2,2,4,1,1,1,0,0,1.6,0.9,1.8,2.7,3,26,26,0.27,0.27,0.54,0.14,0.41,0.22,0.24,0.47,0.12,0.36
Kento Shiogai,jp JPN,FW,NEC Nijmegen,19,2005,25,3,559,6.2,4,1,5,4,0,0,0,0,3.8,3.8,1.2,5.0,12,14,30,0.64,0.16,0.81,0.64,0.81,0.62,0.19,0.80,0.62,0.80
Kaj Sierhuis,nl NED,FW,Fortuna Sittard,26,1998,11,6,531,5.9,1,1,2,1,0,0,1,0,1.8,1.8,1.0,2.8,2,8,25,0.17,0.17,0.34,0.17,0.34,0.30,0.17,0.47,0.30,0.47
Oskar Siira Sivertsen,no NOR,FW,Go Ahead Eag,20,2004,7,1,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,3,6,12,0.00,0.00,0.00,0.00,0.00,0.06,0.46,0.52,0.06,0.52
