Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Daley Sinkgraven,nl NED,"MF,FW",Fortuna Sittard,29,1995,2,1,77,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Aymen Sliti,nl NED,"FW,MF",Feyenoord,18,2006,4,0,89,1.0,1,0,1,1,0,0,0,0,0.4,0.4,0.3,0.7,5,0,8,1.01,0.00,1.01,1.01,1.01,0.39,0.30,0.69,0.39,0.69
Gijs Smal,nl NED,"DF,MF",Feyenoord,26,1997,25,14,1351,15.0,0,2,2,0,0,0,0,0,0.5,0.5,2.4,2.9,44,95,75,0.00,0.13,0.13,0.00,0.13,0.03,0.16,0.19,0.03,0.19
Levi Smans,nl NED,"MF,FW",Heerenveen,20,2004,33,25,2298,25.5,3,2,5,3,0,0,2,0,4.2,4.2,5.1,9.4,75,105,154,0.12,0.08,0.20,0.12,0.20,0.17,0.20,0.37,0.17,0.37
Kees Smit,nl NED,"MF,FW",AZ Alkmaar,18,2006,18,9,989,11.0,0,0,0,0,0,0,2,0,1.1,1.1,2.0,3.1,22,61,40,0.00,0.00,0.00,0.00,0.00,0.10,0.18,0.28,0.10,0.28
Milan Smit,nl NED,"FW,MF",Go Ahead Eag,21,2003,22,9,837,9.3,3,3,6,3,0,0,0,0,2.8,2.8,1.0,3.8,18,17,37,0.32,0.32,0.65,0.32,0.65,0.30,0.10,0.40,0.30,0.40
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Kamal Sowah,gh GHA,"MF,FW",NAC Breda,24,2000,12,10,858,9.5,0,0,0,0,0,0,4,0,1.8,1.8,1.8,3.6,9,37,50,0.00,0.00,0.00,0.00,0.00,0.19,0.18,0.38,0.19,0.38
Mark Spenkelink,nl NED,GK,RKC Waalwijk,27,1997,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Tommy St. Jago,nl NED,DF,Willem II,24,2000,33,33,2925,32.5,0,0,0,0,0,0,3,0,0.6,0.6,0.5,1.1,27,104,26,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03
Finn Stam,nl NED,DF,Groningen,21,2003,19,9,831,9.2,0,1,1,0,0,0,3,0,0.1,0.1,0.1,0.2,10,32,34,0.00,0.11,0.11,0.00,0.11,0.01,0.02,0.02,0.01,0.02
Casper Staring,nl NED,"MF,FW",NAC Breda,23,2001,15,5,628,7.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,17,6,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02
Sem Steijn,nl NED,MF,Twente,22,2001,33,32,2762,30.7,24,7,31,18,6,6,3,0,15.1,10.4,4.7,15.1,33,101,145,0.78,0.23,1.01,0.59,0.81,0.49,0.15,0.64,0.34,0.49
Calvin Stengs,nl NED,"MF,FW",Feyenoord,25,1998,12,6,630,7.0,1,3,4,1,0,0,2,0,1.5,1.5,2.4,3.9,21,40,56,0.14,0.43,0.57,0.14,0.57,0.21,0.34,0.55,0.21,0.55
Sean Steur,nl NED,MF,Ajax,16,2008,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Finn Stokkers,nl NED,FW,Go Ahead Eag,28,1996,19,3,442,4.9,3,2,5,3,0,0,1,0,2.8,2.8,0.7,3.5,7,8,44,0.61,0.41,1.02,0.61,1.02,0.57,0.14,0.71,0.57,0.71
Mathis Suray,be BEL,"FW,MF",Go Ahead Eag,23,2001,30,15,1454,16.2,3,0,3,3,0,0,4,0,2.0,2.0,2.2,4.2,23,77,84,0.19,0.00,0.19,0.19,0.19,0.12,0.14,0.26,0.12,0.26
Josip Šutalo,hr CRO,DF,Ajax,24,2000,29,28,2450,27.2,2,0,2,2,0,0,3,0,0.7,0.7,0.5,1.2,26,138,3,0.07,0.00,0.07,0.07,0.07,0.03,0.02,0.04,0.03,0.04
Youssuf Sylla,be BEL,"FW,MF",Willem II,21,2002,12,0,179,2.0,0,0,0,0,0,0,1,0,0.5,0.5,0.1,0.6,1,5,17,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.29,0.24,0.29
Anas Tahiri,be BEL,MF,Almere City,29,1995,26,23,1768,19.6,0,1,1,0,0,0,1,0,0.3,0.3,0.4,0.8,15,78,19,0.00,0.05,0.05,0.00,0.05,0.02,0.02,0.04,0.02,0.04
Benjamin Tahirovic,ba BIH,MF,Ajax,21,2003,1,1,76,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Juho Talvitie,fi FIN,"FW,MF",Heracles Almelo,19,2005,31,17,1508,16.8,3,0,3,3,0,0,1,0,3.1,3.1,1.2,4.2,59,41,110,0.18,0.00,0.18,0.18,0.18,0.18,0.07,0.25,0.18,0.25
Oussama Targhalline,ma MAR,MF,Feyenoord,22,2002,6,2,283,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,4,33,8,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.08,0.01,0.08
Kenneth Taylor,nl NED,"MF,FW",Ajax,22,2002,33,29,2447,27.2,9,6,15,6,3,3,3,0,7.2,5.0,5.1,10.1,72,138,154,0.33,0.22,0.55,0.22,0.44,0.26,0.19,0.45,0.19,0.37
Søren Tengstedt,dk DEN,"MF,FW",Go Ahead Eag,24,2000,12,4,422,4.7,0,0,0,0,0,0,0,0,1.1,1.1,0.1,1.2,12,12,28,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.25,0.23,0.25
Jordan Teze,nl NED,DF,PSV Eindhoven,24,1999,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1,4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.28,0.28,0.00,0.28
Ryan Thomas,nz NZL,MF,Zwolle,29,1994,17,9,850,9.4,0,2,2,0,0,0,4,0,0.0,0.0,1.2,1.2,8,45,19,0.00,0.21,0.21,0.00,0.21,0.00,0.12,0.12,0.00,0.12
Guus Til,nl NED,MF,PSV Eindhoven,26,1997,32,23,2019,22.4,10,11,21,10,0,0,2,0,10.6,10.6,6.9,17.5,40,77,200,0.45,0.49,0.94,0.45,0.94,0.47,0.31,0.78,0.47,0.78
Malik Tillman,us USA,"MF,FW",PSV Eindhoven,22,2002,26,22,1915,21.3,12,2,14,12,0,0,2,0,6.7,6.7,6.2,12.9,60,116,143,0.56,0.09,0.66,0.56,0.66,0.32,0.29,0.61,0.32,0.61
Quinten Timber,nl NED,MF,Feyenoord,23,2001,18,16,1391,15.5,6,0,6,4,2,2,5,0,3.3,1.8,1.6,3.4,24,68,58,0.39,0.00,0.39,0.26,0.26,0.21,0.10,0.32,0.11,0.22
Mickaël Tirpan,be BEL,DF,Willem II,30,1993,24,22,1946,21.6,1,1,2,1,0,0,4,0,0.6,0.6,1.5,2.2,51,83,76,0.05,0.05,0.09,0.05,0.09,0.03,0.07,0.10,0.03,0.10
Jens Toornstra,nl NED,MF,Utrecht,35,1989,31,16,1333,14.8,1,4,5,1,0,0,0,0,2.4,2.4,3.0,5.3,21,74,71,0.07,0.27,0.34,0.07,0.34,0.16,0.20,0.36,0.16,0.36
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Bertrand Traoré,bf BFA,FW,Ajax,28,1995,32,20,1717,19.1,6,5,11,6,0,0,1,0,8.2,8.2,4.6,12.8,103,116,235,0.31,0.26,0.58,0.31,0.58,0.43,0.24,0.67,0.43,0.67
Gernot Trauner,at AUT,DF,Feyenoord,32,1992,19,16,1388,15.4,0,0,0,0,0,0,5,0,1.1,1.1,0.3,1.4,18,107,2,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.09,0.07,0.09
Jacob Trenskow,dk DEN,"FW,MF",Heerenveen,23,2000,25,20,1742,19.4,6,3,9,6,0,0,0,0,4.0,4.0,2.9,6.9,62,61,160,0.31,0.15,0.46,0.31,0.46,0.21,0.15,0.36,0.21,0.36
Luka Tunjić,de GER,"FW,MF",Fortuna Sittard,18,2005,12,3,478,5.3,1,1,2,1,0,0,1,0,0.8,0.8,0.9,1.6,5,16,26,0.19,0.19,0.38,0.19,0.38,0.14,0.16,0.31,0.14,0.31
Fofin Turay,nl NED,MF,Groningen,20,2004,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Calvin Twigt,nl NED,MF,Go Ahead Eag,21,2003,13,4,446,5.0,0,0,0,0,0,0,2,0,0.0,0.0,1.3,1.3,2,16,10,0.00,0.00,0.00,0.00,0.00,0.01,0.26,0.27,0.01,0.27
Przemysław Tytoń,pl POL,GK,Twente,37,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Ayase Ueda,jp JPN,FW,Feyenoord,25,1998,21,13,1203,13.4,7,1,8,7,0,0,0,0,7.2,7.2,0.9,8.1,10,12,66,0.52,0.07,0.60,0.52,0.60,0.54,0.06,0.61,0.54,0.61
Lars Unnerstall,de GER,GK,Twente,34,1990,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Naci Ünüvar,nl NED,FW,Twente,21,2003,11,3,390,4.3,0,1,1,0,0,0,2,0,1.2,1.2,0.8,2.0,15,22,43,0.00,0.23,0.23,0.00,0.23,0.28,0.18,0.46,0.28,0.46
Kyan Vaesen,be BEL,FW,Willem II,23,2001,27,24,1896,21.1,4,2,6,2,2,2,2,1,5.1,3.5,1.8,5.3,7,25,70,0.19,0.09,0.28,0.09,0.19,0.24,0.09,0.33,0.17,0.25
Etienne Vaessen,sr SUR,GK,Groningen,29,1995,32,32,2880,32.0,0,0,0,0,0,0,5,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luciano Valente,nl NED,"MF,FW",Groningen,20,2003,32,31,2587,28.7,2,7,9,2,0,0,4,1,3.2,3.2,5.9,9.0,65,132,175,0.07,0.24,0.31,0.07,0.31,0.11,0.20,0.31,0.11,0.31
Cherrion Valerius,cw CUW,DF,NAC Breda,18,2005,15,15,1201,13.3,0,0,0,0,0,0,2,0,0.4,0.4,0.3,0.8,17,28,64,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Dave Van Den Berg,nl NED,MF,Zwolle,24,2000,32,26,2228,24.8,4,3,7,4,0,0,6,1,2.9,2.9,2.0,4.9,29,113,77,0.16,0.12,0.28,0.16,0.28,0.12,0.08,0.20,0.12,0.20
Jan Van den Bergh,be BEL,DF,NAC Breda,29,1994,30,30,2700,30.0,2,4,6,2,0,0,11,0,2.6,2.6,2.7,5.3,37,135,31,0.07,0.13,0.20,0.07,0.20,0.09,0.09,0.18,0.09,0.18
Dario Van den Buijs,be BEL,DF,RKC Waalwijk,28,1995,14,13,1110,12.3,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,14,55,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03
Alec Van Hoorenbeeck,be BEL,DF,Twente,25,1998,20,11,1116,12.4,2,0,2,2,0,0,1,0,1.4,1.4,0.4,1.8,2,46,6,0.16,0.00,0.16,0.16,0.16,0.11,0.03,0.14,0.11,0.14
Per Van Loon,,FW,Willem II,,,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Syb Van Ottele,nl NED,"DF,MF",Fortuna Sittard,22,2002,31,18,1874,20.8,0,3,3,0,0,0,3,0,0.6,0.6,1.3,1.9,24,106,7,0.00,0.14,0.14,0.00,0.14,0.03,0.06,0.09,0.03,0.09
Joey Veerman,nl NED,MF,PSV Eindhoven,25,1998,27,22,1830,20.3,1,8,9,1,0,0,3,0,2.9,2.9,7.1,10.1,33,284,49,0.05,0.39,0.44,0.05,0.44,0.14,0.35,0.50,0.14,0.50
Odysseus Velanas,nl NED,"FW,MF",Zwolle,26,1998,29,12,1365,15.2,1,2,3,1,0,0,1,0,3.2,3.2,2.1,5.3,36,37,107,0.07,0.13,0.20,0.07,0.20,0.21,0.14,0.35,0.21,0.35
Apostolos Vellios,gr GRE,FW,Zwolle,32,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Dylan Vente,nl NED,FW,Zwolle,25,1999,30,29,2518,28.0,13,0,13,10,3,3,3,0,8.8,6.5,1.6,8.1,37,41,130,0.46,0.00,0.46,0.36,0.36,0.32,0.06,0.37,0.23,0.29
Calvin Verdonk,id IDN,DF,NEC Nijmegen,27,1997,33,31,2853,31.7,1,1,2,1,0,0,9,0,1.1,1.1,3.2,4.3,54,202,84,0.03,0.03,0.06,0.03,0.06,0.03,0.10,0.13,0.03,0.13
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Valentino Vermeulen,nl NED,DF,Willem II,23,2001,3,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Arno Verschueren,be BEL,MF,Sparta R'dam,27,1997,20,20,1658,18.4,1,2,3,1,0,0,3,0,3.4,3.4,2.3,5.6,36,52,103,0.05,0.11,0.16,0.05,0.16,0.18,0.12,0.31,0.18,0.31
Arno Verschueren,be BEL,"MF,FW",Twente,27,1997,14,1,358,4.0,0,0,0,0,0,0,3,0,0.9,0.9,0.2,1.1,6,16,23,0.00,0.00,0.00,0.00,0.00,0.23,0.05,0.27,0.23,0.27
Dion Versluis,nl NED,FW,NAC Breda,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.63,0.08,0.71,0.63,0.71
Niklas Vesterlund,dk DEN,DF,Utrecht,25,1999,8,8,636,7.1,1,2,3,1,0,0,1,0,0.4,0.4,0.5,0.9,11,19,20,0.14,0.28,0.42,0.14,0.42,0.06,0.07,0.13,0.06,0.13
Nick Viergever,nl NED,DF,Utrecht,34,1989,33,33,2948,32.8,3,1,4,3,0,0,2,1,3.5,3.5,0.4,3.9,32,188,3,0.09,0.03,0.12,0.09,0.12,0.11,0.01,0.12,0.11,0.12
Ricardo Visus,es ESP,DF,Almere City,23,2001,24,23,1962,21.8,1,0,1,1,0,0,4,1,0.6,0.6,0.6,1.3,25,78,4,0.05,0.00,0.05,0.05,0.05,0.03,0.03,0.06,0.03,0.06
Michel Vlap,nl NED,"MF,FW",Twente,27,1997,34,31,2499,27.8,5,7,12,5,0,0,3,0,5.3,5.3,4.9,10.2,42,191,106,0.18,0.25,0.43,0.18,0.43,0.19,0.17,0.37,0.19,0.37
Patrick Vroegh,nl NED,"MF,DF",RKC Waalwijk,24,1999,4,0,40,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14
Wout Weghorst,nl NED,FW,Ajax,31,1992,24,9,1085,12.1,10,2,12,9,1,2,2,0,7.8,5.6,3.2,8.8,7,31,91,0.83,0.17,1.00,0.75,0.91,0.64,0.26,0.91,0.46,0.73
Daouda Weidmann,ci CIV,MF,RKC Waalwijk,21,2003,12,8,788,8.8,0,0,0,0,0,0,3,1,0.2,0.2,0.3,0.6,18,25,13,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06
Robbin Weijenberg,nl NED,"MF,DF",Go Ahead Eag,19,2004,18,3,310,3.4,0,0,0,0,0,0,0,0,0.8,0.8,0.4,1.2,2,16,12,0.00,0.00,0.00,0.00,0.00,0.22,0.12,0.34,0.22,0.34
Timon Wellenreuther,de GER,GK,Feyenoord,28,1995,29,29,2610,29.0,0,1,1,0,0,0,2,0,0.0,0.0,0.6,0.6,0,4,0,0.00,0.03,0.03,0.00,0.03,0.00,0.02,0.02,0.00,0.02
Jonas Wendlinger,at AUT,GK,Almere City,24,2000,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Jannes Wieckhoff,de GER,DF,Heracles Almelo,23,2000,21,13,1251,13.9,0,2,2,0,0,0,4,0,0.0,0.0,2.0,2.0,37,51,61,0.00,0.14,0.14,0.00,0.14,0.00,0.14,0.14,0.00,0.14
Owen Wijndal,nl NED,DF,Ajax,24,1999,10,3,372,4.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,8,12,31,0.00,0.00,0.00,0.00,0.00,0.04,0.12,0.17,0.04,0.17
Jordy de Wijs,nl NED,DF,Heerenveen,29,1995,3,0,70,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mees de Wit,nl NED,"DF,FW",AZ Alkmaar,26,1998,14,5,472,5.2,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,17,26,26,0.19,0.19,0.38,0.19,0.38,0.16,0.05,0.21,0.16,0.21
Ricky van Wolfswinkel,nl NED,FW,Twente,35,1989,26,16,1605,17.8,7,1,8,6,1,1,3,0,5.3,4.6,1.3,5.8,17,29,78,0.39,0.06,0.45,0.34,0.39,0.30,0.07,0.37,0.26,0.33
Luuk Wouters,nl NED,DF,RKC Waalwijk,25,1999,12,8,829,9.2,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,7,27,15,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05
Redouan El Yaakoubi,nl NED,DF,RKC Waalwijk,28,1996,7,4,403,4.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,4,21,2,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01
Marvin Young,nl NED,DF,Sparta R'dam,18,2005,26,24,2171,24.1,0,0,0,0,0,0,5,1,0.7,0.7,0.7,1.4,17,74,10,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,0.03,0.06
Vasilios Zagaritis,gr GRE,DF,Almere City,23,2001,33,33,2957,32.9,0,2,2,0,0,0,4,0,0.8,0.8,3.2,4.0,92,132,142,0.00,0.06,0.06,0.00,0.06,0.02,0.10,0.12,0.02,0.12
Jan Žambůrek,cz CZE,MF,Heracles Almelo,23,2001,20,10,935,10.4,0,1,1,0,0,0,3,0,0.1,0.1,0.9,1.0,8,24,13,0.00,0.10,0.10,0.00,0.10,0.01,0.09,0.10,0.01,0.10
Oskar Zawada,pl POL,FW,RKC Waalwijk,28,1996,26,24,1945,21.6,9,0,9,9,0,0,2,1,13.7,13.7,1.9,15.6,8,26,71,0.42,0.00,0.42,0.42,0.42,0.63,0.09,0.72,0.63,0.72
Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG
Gjivai Zechiël,nl NED,MF,Sparta R'dam,20,2004,13,12,1025,11.4,2,1,3,2,0,0,3,0,1.7,1.7,1.1,2.7,21,50,20,0.18,0.09,0.26,0.18,0.26,0.15,0.09,0.24,0.15,0.24
Gjivai Zechiël,nl NED,MF,Feyenoord,20,2004,9,2,258,2.9,0,2,2,0,0,0,1,0,0.4,0.4,0.8,1.2,2,15,15,0.00,0.70,0.70,0.00,0.70,0.14,0.28,0.42,0.14,0.42
Lequincio Zeefuik,nl NED,"FW,DF",AZ Alkmaar,19,2004,3,0,32,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,1,2,0.00,0.00,0.00,0.00,0.00,0.35,0.00,0.35,0.35,0.35
Ramiz Zerrouki,dz ALG,MF,Feyenoord,26,1998,22,12,1091,12.1,1,2,3,1,0,0,3,1,0.8,0.8,0.8,1.5,11,94,18,0.08,0.16,0.25,0.08,0.25,0.06,0.06,0.12,0.06,0.12
Jeroen Zoet,nl NED,GK,AZ Alkmaar,33,1991,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Rúnar Þór Sigurgeirsson,is ISL,"DF,FW",Willem II,24,1999,26,23,1930,21.4,1,1,2,1,0,0,5,0,1.4,1.4,0.9,2.4,42,43,90,0.05,0.05,0.09,0.05,0.09,0.07,0.04,0.11,0.07,0.11
Nökkvi Þórisson,is ISL,"FW,MF",Sparta R'dam,24,1999,12,0,136,1.5,2,0,2,2,0,0,0,0,0.9,0.9,0.5,1.4,7,8,10,1.32,0.00,1.32,1.32,1.32,0.60,0.34,0.93,0.60,0.93
Shiloh ’t Zand,nl NED,"FW,MF",Heracles Almelo,21,2003,17,12,1010,11.2,1,0,1,1,0,0,1,0,2.3,2.3,1.0,3.3,10,44,29,0.09,0.00,0.09,0.09,0.09,0.21,0.08,0.29,0.21,0.29
Shiloh ’t Zand,nl NED,MF,Feyenoord,21,2003,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02
